"Date","Delta","Events"
"2016-10-12 16:28:11.784869","1","1"
"2016-10-13 03:14:42.967169","1","1"
"2016-10-13 14:57:29.705688","1","1"
"2016-10-15 19:09:39.351356","1","1"
"2016-10-15 22:24:38.273584","1","1"
"2016-10-16 02:20:04.013337","1","1"
"2016-10-16 07:29:18.495297","2","2"
"2016-10-16 23:48:35.049440","1","1"
"2016-10-17 12:43:36.678383","1","1"
"2016-10-17 16:37:32.407908","1","1"
"2016-10-18 21:23:15.629481","1","1"
"2016-10-19 05:17:42.645500","1","1"
"2016-10-19 16:52:49.956794","1","1"
"2016-10-20 05:41:49.339747","1","1"
"2016-10-21 03:22:04.277429","0","2"
"2016-10-23 02:14:24.939238","1","1"
"2016-10-23 08:36:01.133106","-1","3"
"2016-10-23 23:23:17.576250","1","1"
"2016-10-24 00:34:23.416725","0","2"
"2016-10-24 22:04:22.527545","1","1"
"2016-10-27 20:12:26.973376","0","2"
"2016-10-28 21:15:17.804010","1","1"
"2016-10-29 06:00:31.348372","1","1"
"2016-10-29 15:56:15.843029","0","2"
"2016-10-30 00:27:56.909577","1","1"
"2016-11-01 10:47:01.430146","1","1"
"2016-11-01 13:34:17.504376","1","1"
"2016-11-01 15:45:07.718670","-1","1"
"2016-11-01 22:50:25.173987","1","1"
"2016-11-03 20:50:02.230323","1","1"
"2016-11-04 19:09:48.976038","1","1"
"2016-11-04 22:19:26.557836","1","1"
"2016-11-05 11:12:50.041701","1","1"
"2016-11-06 18:02:45.718397","0","2"
"2016-11-07 14:41:36.574210","1","1"
"2016-11-10 04:45:01.270408","1","1"
"2016-11-10 19:43:29.254372","1","1"
"2016-11-11 08:26:01.288519","1","1"
"2016-11-11 10:53:03.401631","1","1"
"2016-11-11 20:15:07.493165","1","1"
"2016-11-12 19:19:49.750137","1","1"
"2016-11-13 07:00:19.598989","1","1"
"2016-11-13 12:08:38.405925","1","1"
"2016-11-13 19:50:09.121360","1","1"
"2016-11-14 00:57:22.970634","1","1"
"2016-11-15 15:33:51.084467","2","2"
"2016-11-18 17:39:58.681941","1","1"
"2016-11-19 15:19:23.273967","1","1"
"2016-11-20 11:15:55.164719","1","1"
"2016-11-22 18:05:05.519178","1","1"
"2016-11-22 22:20:23.657499","1","1"
"2016-11-26 10:49:42.057637","1","1"
"2016-11-28 18:16:58.710698","1","1"
"2016-12-01 03:38:33.818555","1","1"
"2016-12-04 18:10:44.785635","1","1"
"2016-12-04 21:22:44.762517","1","1"
"2016-12-07 02:19:27.124887","1","1"
"2016-12-08 18:10:39.531622","1","1"
"2016-12-08 19:57:37.485324","-1","1"
"2016-12-09 01:23:02.087915","1","1"
"2016-12-09 08:29:53.838794","-1","1"
"2016-12-11 11:11:11.808818","1","1"
"2016-12-11 15:39:22.731186","1","1"
"2016-12-12 09:09:05.620211","1","1"
"2016-12-14 06:30:05.049759","1","1"
"2016-12-16 02:00:37.104181","1","1"
"2016-12-16 05:20:26.571437","1","1"
"2016-12-16 15:46:24.281029","1","1"
"2016-12-16 23:00:09.665612","2","2"
"2016-12-17 18:33:58.102760","1","1"
"2016-12-18 00:17:24.562055","-1","1"
"2016-12-18 03:50:37.012354","2","2"
"2016-12-18 05:46:32.234913","1","1"
"2016-12-18 12:25:55.466338","1","1"
"2016-12-18 18:57:19.117557","1","1"
"2016-12-18 23:56:20.000554","1","1"
"2016-12-19 07:44:22.045488","1","1"
"2016-12-22 18:51:45.048171","2","2"
"2016-12-24 02:35:37.731028","1","1"
"2016-12-24 04:25:38.928880","1","1"
"2016-12-24 23:37:35.278249","1","1"
"2016-12-25 17:46:28.915198","1","1"
"2016-12-27 07:20:42.689341","1","1"
"2016-12-27 10:53:15.141870","1","1"
"2016-12-28 15:29:28.326619","-1","1"
"2016-12-31 23:09:23.588939","-1","1"
"2017-01-02 03:06:31.162649","1","1"
"2017-01-04 18:58:36.816704","1","1"
"2017-01-07 00:30:35.264566","-1","1"
"2017-01-14 03:44:45.069557","1","1"
"2017-01-14 07:42:59.629902","1","1"
"2017-01-17 04:25:10.351366","-1","1"
"2017-01-18 17:44:05.441452","1","3"
"2017-01-20 19:41:21.433601","2","2"
"2017-01-24 02:22:47.758739","1","1"
"2017-01-24 06:22:24.096651","1","1"
"2017-01-24 08:16:31.985052","1","1"
"2017-01-25 10:20:30.622327","1","1"
"2017-01-25 16:01:40.435473","-1","1"
"2017-01-25 21:42:05.430573","1","1"
"2017-01-26 00:14:21.516219","1","1"
"2017-01-26 14:55:58.734567","1","1"
"2017-01-26 17:56:21.421612","1","1"
"2017-01-27 01:20:19.641454","3","3"
"2017-01-31 04:41:30.491496","1","1"
"2017-02-02 22:05:22.132408","1","1"
"2017-02-03 21:21:11.718416","0","2"
"2017-02-05 16:46:34.830528","1","1"
"2017-02-05 19:20:19.553953","1","1"
"2017-02-09 00:16:42.143861","1","1"
"2017-02-10 00:13:20.278494","1","1"
"2017-02-12 06:10:44.585212","2","2"
"2017-02-12 12:23:59.695288","1","1"
"2017-02-14 17:35:46.893085","-1","1"
"2017-02-16 01:04:00.404958","1","1"
"2017-02-19 05:08:50.953056","1","1"
"2017-02-20 15:49:43.895350","1","1"
"2017-02-20 18:29:49.621436","-1","1"
"2017-02-26 16:16:14.889942","1","1"
"2017-02-26 22:11:57.949748","1","1"
"2017-02-27 18:44:10.613487","1","1"
"2017-02-27 22:45:42.012490","1","1"
"2017-02-28 02:42:41.891778","1","1"
"2017-03-02 02:06:20.453351","1","1"
"2017-03-02 08:38:10.147133","1","1"
"2017-03-04 15:20:25.864521","1","1"
"2017-03-05 18:00:26.671501","1","1"
"2017-03-10 01:37:11.045085","-1","1"
"2017-03-12 17:15:53.734920","2","2"
"2017-03-23 02:36:47.489706","-1","1"
"2017-03-25 13:41:57.446529","1","1"
"2017-03-27 16:07:34.740482","-1","1"
"2017-03-29 08:31:57.070135","-1","1"
"2017-03-31 07:07:10.834434","1","1"
"2017-04-01 10:20:54.035496","1","1"
"2017-04-01 16:08:08.587272","1","1"
"2017-04-10 10:06:21.098003","1","1"
"2017-04-16 17:32:34.269633","1","1"
"2017-04-22 21:02:27.534946","1","1"
"2017-04-24 15:55:33.129113","1","1"
"2017-04-24 20:58:57.197211","1","1"
"2017-05-01 08:05:53.699147","-1","1"
"2017-05-01 14:01:05.490041","1","1"
"2017-05-07 00:04:30.666858","-1","1"
"2017-05-07 03:47:24.416992","1","1"
"2017-05-11 05:46:15.485482","1","1"
"2017-05-11 19:07:27.333543","1","1"
"2017-05-12 16:51:37.304720","1","1"
"2017-05-13 00:19:28.982045","1","1"
"2017-05-17 23:00:34.892051","1","1"
"2017-05-19 08:27:27.255325","1","1"
"2017-05-22 00:50:25.640499","-1","1"
"2017-05-23 12:19:57.587601","0","2"
"2017-05-26 22:31:26.990827","1","1"
"2017-05-28 00:40:09.011457","-1","1"
"2017-05-28 02:33:37.988228","2","2"
"2017-05-28 18:07:51.534023","1","1"
"2017-05-28 20:32:45.089015","0","2"
"2017-05-29 08:24:04.696626","2","2"
"2017-05-30 20:27:02.694539","1","1"
"2017-05-30 22:49:42.684781","1","1"
"2017-06-01 05:07:39.909687","1","1"
"2017-06-01 18:55:13.085328","-1","1"
"2017-06-02 12:06:41.966198","1","1"
"2017-06-03 14:49:32.302004","1","1"
"2017-06-04 12:26:12.830892","-1","1"
"2017-06-05 12:09:33.297803","1","1"
"2017-06-06 00:12:12.767396","1","1"
"2017-06-08 04:55:51.594596","1","1"
"2017-06-08 10:48:40.411629","1","1"
"2017-06-09 14:27:10.770245","1","1"
"2017-06-09 16:04:08.795991","3","3"
"2017-06-10 20:41:05.936438","1","1"
"2017-06-14 14:18:12.144529","1","1"
"2017-06-17 01:13:09.583289","1","1"
"2017-06-18 05:00:49.440020","1","1"
"2017-06-28 13:54:14.251269","1","1"
"2017-07-03 05:48:07.516374","1","1"
"2017-07-04 03:00:56.782923","1","1"
"2017-07-08 12:20:32.569843","1","1"
"2017-07-09 17:18:12.587971","1","1"
"2017-07-09 19:34:30.695872","-1","1"
"2017-07-09 21:44:25.038505","1","1"
"2017-07-11 19:03:34.125417","1","1"
"2017-07-13 02:02:30.810431","1","1"
"2017-07-15 16:05:25.449204","1","1"
"2017-07-15 23:15:30.605006","1","1"
"2017-07-16 18:14:35.915842","1","1"
"2017-07-16 21:11:19.855386","1","1"
"2017-07-17 16:45:52.825142","1","1"
"2017-07-19 22:21:05.550218","-1","1"
"2017-07-21 11:21:00.606392","1","1"
"2017-07-23 07:32:47.759172","1","1"
"2017-07-23 18:48:42.622905","1","1"
"2017-07-23 21:41:12.874717","2","2"
"2017-07-29 03:00:18.402101","1","1"
"2017-07-30 21:24:38.117149","1","1"
"2017-08-01 20:32:07.434401","-1","1"
"2017-08-03 12:27:12.652045","1","1"
"2017-08-08 04:10:39.402064","1","1"
"2017-08-09 21:14:22.374443","1","1"
"2017-08-10 00:27:52.019644","1","1"
"2017-08-10 20:24:25.796033","1","1"
"2017-08-17 21:59:56.228319","-1","1"
"2017-08-20 12:03:17.005097","-1","1"
"2017-08-20 18:51:14.623699","1","1"
"2017-08-25 03:59:47.479483","0","2"
"2017-08-27 21:15:37.231913","1","1"
"2017-09-01 19:57:51.121157","1","1"
"2017-09-05 14:16:25.085462","0","2"
"2017-09-07 00:25:36.040348","1","1"
"2017-09-09 23:09:21.262193","1","1"
"2017-09-13 18:26:35.482795","1","1"
"2017-09-17 02:56:12.084025","1","1"
"2017-09-17 15:31:48.194163","1","1"
"2017-09-19 21:13:15.904376","1","1"
"2017-09-21 00:04:15.960967","2","2"
"2017-10-01 03:53:34.702655","1","1"
"2017-10-01 20:39:26.738969","1","1"
"2017-10-03 13:00:18.117212","1","1"
"2017-10-07 06:06:30.693742","-1","1"
"2017-10-12 19:36:00.857360","1","1"
"2017-10-13 18:43:35.357897","1","1"
"2017-10-14 01:10:13.381651","1","1"
"2017-10-14 11:04:33.541047","1","1"
"2017-10-14 19:11:32.378028","2","2"
"2017-10-15 04:48:23.207393","1","1"
"2017-10-16 02:21:21.609551","1","1"
"2017-10-16 18:25:15.143081","1","1"
"2017-10-18 08:49:54.870404","1","1"
"2017-10-21 20:15:21.320679","1","1"
"2017-10-25 05:05:04.414578","1","1"
"2017-10-26 00:29:12.161055","1","1"
"2017-10-26 19:26:01.057243","1","1"
"2017-10-28 16:56:52.577673","1","1"
"2017-10-29 16:29:28.620083","-1","1"
"2017-10-30 02:41:03.734419","-1","1"
"2017-11-07 15:05:45.026510","1","1"
"2017-11-11 21:47:29.508278","0","2"
"2017-11-26 13:30:51.066580","1","1"
"2017-11-26 15:34:31.711281","1","1"
"2017-11-27 09:29:30.758880","-1","1"
"2017-11-30 20:30:41.938046","1","1"
"2017-12-03 05:10:00.143177","1","1"
"2017-12-10 12:56:53.958273","1","1"
"2017-12-11 00:10:22.695320","-1","1"
"2017-12-12 04:03:42.250367","-1","1"
"2017-12-12 22:15:25.268817","2","2"
"2017-12-17 12:05:30.992589","1","1"
"2017-12-17 15:55:21.674392","1","1"
"2017-12-23 07:32:03.250818","1","1"
"2017-12-24 23:59:49.299238","1","1"
"2017-12-26 15:13:28.891656","-1","1"
"2017-12-31 08:17:45.063533","1","1"
"2018-01-04 19:50:42.354191","1","1"
"2018-01-06 19:47:42.699719","1","1"
"2018-01-07 01:40:31.282249","1","1"
"2018-01-07 21:39:30.034739","-1","1"
"2018-01-08 15:40:55.117170","1","1"
"2018-01-18 09:09:13.146992","1","1"
"2018-01-22 00:04:51.444007","1","1"
"2018-01-22 23:51:04.298767","1","1"
"2018-01-24 18:19:27.444961","1","1"
"2018-01-28 01:59:59.456812","1","1"
"2018-01-30 01:41:37.314432","-1","1"
"2018-01-31 01:25:48.555869","1","1"
"2018-02-01 01:01:13.246275","1","1"
"2018-02-01 04:53:09.156610","1","1"
"2018-02-04 06:56:42.367749","1","1"
"2018-02-09 06:16:40.460331","1","1"
"2018-02-10 09:46:12.533150","0","2"
"2018-02-17 06:19:37.206309","1","1"
"2018-02-18 04:25:21.631672","1","1"
"2018-02-18 14:34:19.580106","1","1"
"2018-02-20 23:46:44.059739","-1","1"
"2018-02-21 09:46:45.337563","1","1"
"2018-02-23 00:28:05.571053","1","1"
"2018-02-23 15:12:32.871911","1","1"
"2018-02-25 18:49:29.716962","1","1"
"2018-02-27 01:23:37.059506","1","1"
"2018-03-06 13:09:40.243044","-1","1"
"2018-03-08 00:28:08.954863","1","1"
"2018-03-08 04:01:05.658820","-1","1"
"2018-03-08 07:07:07.588892","1","1"
"2018-03-08 10:53:41.718083","1","1"
"2018-03-08 17:33:56.741749","1","1"
"2018-03-08 21:08:58.155097","1","1"
"2018-03-10 08:38:32.477822","1","1"
"2018-03-12 01:54:51.521451","1","1"
"2018-03-14 22:43:14.483164","-1","1"
"2018-03-15 03:47:04.266027","1","1"
"2018-03-15 08:57:36.618667","1","1"
"2018-03-16 06:20:31.518287","1","1"
"2018-03-16 17:00:33.001873","1","1"
"2018-03-17 06:06:29.892127","1","1"
"2018-03-17 12:40:24.451836","1","1"
"2018-03-18 00:50:15.244862","-1","1"
"2018-03-18 05:45:47.849252","1","1"
"2018-03-18 18:15:46.797045","1","1"
"2018-03-18 23:46:19.075000","1","1"
"2018-03-19 02:21:25.280040","1","1"
"2018-03-19 13:38:53.423504","1","1"
"2018-03-20 16:34:41.083847","1","1"
"2018-03-21 12:12:06.327906","0","2"
"2018-03-21 19:20:41.637855","-1","1"
"2018-03-24 08:38:23.761684","1","1"
"2018-03-25 11:44:14.963837","1","1"
"2018-03-25 20:37:48.646141","1","1"
"2018-03-26 06:09:52.785071","1","1"
"2018-03-26 22:49:02.693727","1","1"
"2018-03-27 09:43:32.661791","-1","1"
"2018-03-30 08:15:04.973097","-1","1"
"2018-04-01 03:38:53.084374","2","2"
"2018-04-01 07:53:16.938811","1","1"
"2018-04-02 17:22:29.128130","-1","1"
"2018-04-05 06:41:53.720380","1","1"
"2018-04-05 20:41:17.110526","1","1"
"2018-04-05 22:48:58.592037","1","1"
"2018-04-06 06:00:59.612096","-1","1"
"2018-04-07 16:02:00.283846","1","1"
"2018-04-09 15:46:36.426485","-1","1"
"2018-04-09 17:21:31.443301","-1","1"
"2018-04-09 20:01:58.561491","-1","1"
"2018-04-13 05:14:22.339349","1","1"
"2018-04-13 11:20:37.930987","-1","1"
"2018-04-13 21:29:28.608531","1","1"
"2018-04-16 00:18:24.587223","1","1"
"2018-04-16 17:37:50.248961","-1","1"
"2018-04-17 03:33:59.405460","-1","1"
"2018-04-17 10:52:42.344511","-2","2"
"2018-04-19 04:04:47.754483","-1","1"
"2018-04-22 10:42:47.343843","1","1"
"2018-04-25 15:41:33.084565","1","1"
"2018-04-28 10:46:49.269874","1","1"
"2018-04-29 22:28:34.863930","1","1"
"2018-04-30 17:39:32.741798","1","1"
"2018-05-01 20:39:34.710628","-1","1"
"2018-05-05 02:59:37.196843","-1","1"
"2018-05-05 07:53:08.146210","1","1"
"2018-05-06 20:16:59.222766","-1","1"
"2018-05-09 01:51:45.285480","1","1"
"2018-05-10 01:37:59.790768","1","1"
"2018-05-10 03:32:59.157792","-1","1"
"2018-05-11 23:21:42.990041","1","1"
"2018-05-16 03:03:56.474601","1","1"
"2018-05-19 15:41:21.001994","1","1"
"2018-05-20 18:50:21.898875","1","1"
"2018-05-22 09:04:59.740509","1","1"
"2018-05-26 01:27:22.060641","-1","1"
"2018-05-30 16:39:12.513835","1","1"
"2018-06-09 18:01:00.472210","1","1"
"2018-06-10 15:59:57.232943","1","1"
"2018-06-19 11:23:22.970859","1","1"
"2018-06-21 17:26:40.807791","1","1"
"2018-06-25 19:42:52.434704","-1","1"
"2018-06-28 21:43:27.255509","1","1"
"2018-07-06 09:39:26.056886","1","1"
"2018-07-07 21:20:53.032952","1","1"
"2018-07-09 02:04:49.807804","1","1"
"2018-07-10 20:14:03.850601","0","2"
"2018-07-19 01:13:29.965714","1","1"
"2018-07-21 14:10:13.681005","-1","1"
"2018-07-21 16:11:47.686820","1","1"
"2018-07-24 22:51:39.463964","1","1"
"2018-08-03 14:17:29.634447","1","1"
"2018-08-05 21:28:06.426329","-1","1"
"2018-08-29 14:12:02.251464","-1","1"
"2018-08-29 21:28:18.605959","1","1"
"2018-08-30 16:28:37.956853","1","1"
"2018-09-01 02:04:13.077959","1","1"
"2018-09-01 18:56:53.396600","-1","1"
"2018-09-08 01:04:40.625246","-1","1"
"2018-09-08 12:13:40.570400","-1","1"
"2018-09-10 00:59:09.152987","-1","1"
"2018-10-03 04:09:24.245620","1","1"
"2018-10-06 23:08:15.864156","-1","3"
"2018-10-08 04:09:30.226747","1","1"
"2018-10-21 21:29:52.508904","-1","1"
"2018-10-21 22:46:06.566974","-1","1"
"2018-10-24 08:19:10.212741","1","1"
"2018-10-26 17:19:43.092555","-1","1"
"2018-10-26 21:38:01.666704","-1","1"
"2018-10-28 02:59:14.177973","1","1"
"2018-10-30 00:55:04.975649","1","1"
"2018-11-06 03:56:17.115399","-1","1"
"2018-11-06 15:35:02.875004","1","1"
"2018-11-06 20:56:33.513303","-1","1"
"2018-11-09 09:57:12.943291","-1","1"
"2018-11-13 02:21:07.451094","-1","1"
"2018-11-18 06:15:47.744543","1","1"
"2018-11-18 13:48:18.988607","1","1"
"2018-11-23 17:25:45.664575","1","1"
"2018-11-28 13:20:53.024908","1","1"
"2018-11-29 03:43:15.863600","1","1"
"2018-12-02 05:55:35.152710","1","1"
"2018-12-04 10:35:11.968877","-1","1"
"2018-12-08 22:49:59.885614","1","1"
"2018-12-09 20:00:34.231779","-1","1"
"2018-12-11 02:48:15.267221","1","1"
"2018-12-23 09:22:09.135231","-1","1"
"2018-12-31 18:56:12.841112","-1","1"
"2019-01-02 15:17:40.909656","1","1"
"2019-01-02 19:08:29.720083","-1","1"
"2019-01-06 03:51:43.256924","-1","1"
"2019-01-06 20:08:23.077956","1","1"
"2019-01-08 01:22:32.402227","1","1"
"2019-01-08 22:07:09.089683","1","1"
"2019-01-09 14:22:25.557019","1","1"
"2019-01-10 18:58:41.776125","1","1"
"2019-01-11 00:40:02.643406","1","1"
"2019-01-11 23:37:17.575431","-1","1"
"2019-01-21 22:36:56.554823","-1","1"
"2019-01-23 03:47:23.433840","1","1"
"2019-01-24 19:03:41.555320","1","1"
"2019-02-03 05:02:40.430275","-1","1"
"2019-02-04 07:01:35.820113","1","1"
"2019-02-04 21:21:27.768166","1","1"
"2019-02-07 05:11:22.921117","1","1"
"2019-02-10 23:12:06.994683","-1","1"
"2019-02-16 02:51:56.194455","1","1"
"2019-02-21 06:40:06.933466","1","1"
"2019-02-27 04:00:21.060610","1","1"
"2019-02-28 19:48:03.865390","1","1"
"2019-03-02 08:41:21.887715","1","1"
"2019-03-06 20:29:58.251426","1","1"
"2019-03-08 06:21:58.773745","-1","1"
"2019-03-09 03:01:51.004256","1","1"
"2019-03-09 18:27:51.886154","1","1"
"2019-03-12 05:37:45.887754","1","1"
"2019-03-13 01:11:32.218802","-1","1"
"2019-03-26 00:21:14.856833","1","1"
"2019-03-28 19:20:01.876113","1","3"
"2019-03-31 12:38:40.045424","1","1"
"2019-04-01 21:36:13.518817","1","1"
"2019-04-04 02:39:41.620060","-1","1"
"2019-04-14 12:28:37.943874","1","1"
"2019-04-16 01:51:14.534330","1","1"
"2019-04-16 10:58:25.771252","1","1"
"2019-04-16 12:50:02.564921","1","1"
"2019-04-16 18:35:38.407183","1","1"
"2019-04-24 21:30:50.078043","1","1"
"2019-04-25 17:21:40.032229","-1","1"
"2019-04-27 01:54:44.732480","1","1"
"2019-04-27 13:29:31.728967","1","1"
"2019-04-27 20:07:29.203999","-1","1"
"2019-04-28 04:36:18.992700","1","1"
"2019-04-29 09:36:12.872535","1","1"
"2019-05-02 05:23:14.870922","1","1"
"2019-05-05 16:45:05.057263","-1","1"
"2019-05-06 10:12:50.622553","1","1"
"2019-05-08 03:12:59.616838","1","1"
"2019-05-11 11:43:07.445554","1","1"
"2019-05-13 04:37:48.915511","-1","1"
"2019-05-14 08:12:20.341672","1","1"
"2019-05-16 16:39:04.951877","1","1"
"2019-06-04 09:32:18.129703","-1","1"
"2019-06-05 15:50:54.373845","1","1"
"2019-06-06 15:33:49.577505","1","1"
"2019-06-08 21:54:13.649838","1","1"
"2019-06-20 12:08:54.402765","-1","1"
"2019-06-27 21:38:31.665136","1","1"
"2019-06-30 11:29:25.149642","0","2"
"2019-07-05 21:44:01.271190","-1","1"
"2019-07-13 17:04:07.855621","0","2"
"2019-07-16 04:35:53.056398","-1","1"
"2019-07-18 23:07:55.308444","1","1"
"2019-07-19 22:07:36.616113","1","1"
"2019-07-21 20:55:34.940767","1","1"
"2019-07-23 01:58:13.796626","1","1"
"2019-07-23 12:14:06.839070","1","1"
"2019-07-24 08:56:49.346427","1","1"
"2019-07-26 17:37:31.668932","1","1"
"2019-07-28 19:57:29.803901","1","1"
"2019-07-29 01:18:37.284374","1","1"
"2019-07-29 04:15:15.673105","1","1"
"2019-07-29 14:40:08.967332","-2","2"
"2019-08-02 03:10:37.072088","1","1"
"2019-08-02 12:39:52.872731","-1","1"
"2019-08-03 15:52:03.820991","1","1"
"2019-08-17 02:29:54.411246","0","2"
"2019-08-20 04:38:30.214585","1","1"
"2019-08-22 22:44:21.892636","-1","1"
"2019-08-24 16:48:43.721199","1","1"
"2019-08-25 07:36:24.137295","-1","1"
"2019-08-30 22:49:44.257492","1","1"
"2019-09-02 07:38:58.899410","1","1"
"2019-09-09 01:17:30.074844","-1","1"
"2019-09-20 09:00:06.782713","1","1"
"2019-09-27 17:25:06.772972","1","1"
"2019-10-19 23:17:22.329181","1","1"
"2019-10-22 16:41:38.222648","1","1"
